,Restaurant_name,review_title,review_content,review_rating
1178,The Ledbury,Fabulous..,"I can only add to the many rave reviews. The food excels at every level. It's not inexpensive, but I believe it's very good value for money. Loved every morsel - and the staff were excellent. Can't wait to go again.",5
1179,The Ledbury,Degustation Dream,"It is not hard to see why the Ledbury has attained such high praise, two Michelin stars, and some of the most coveted seats in town. Despite this, the chefs and staff still managed to surprise, with their friendly, tentative service and genuine excitement at...More",5
1180,The Ledbury,Wonderful lunch,Went with three business colleagues for a mid-week lunch and treated extremely well from arrival through to departure. Went for the lunch menu with three choices on each of four courses and great guidance from the extensive wine list. The food was stunning - no...More,5
1181,The Ledbury,Wonderful time,"Yet again, a fantastic lunch, exquisite cuisine and top service, it is always a pleasure to come here. Excellent wine list.",5
1182,The Ledbury,outstanding,This is the second time I have been to the ledbury  the first  was Sunday lunch but this time I went on a Saturday  for the tasting  menu which I had to persuade  my partner  to try because  she is fussy  but she loved it...More,5
1183,The Ledbury,Unique experience,"I went for dinner with a friend. We wanted a special experience and so was it. The food, the service and the ambiance was amazing. Not sure I understood every detail in the dishes I ate but you should experience it. It was quite pricy...More",4
1184,The Ledbury,Wonderful food and staff,The Ledbury is a fantastic place to dine for a special occasion. Went for the tasting menu with matching wines which were all excellent. Staff is very attentive - no wonder given the place is actually quite small!,5
1185,The Ledbury,My most amazing dining experience ever,I had been looking forward to this for months and was not disappointed. The food delights and amazes you. The sommelier was super informative and provided the perfect matchings with interesting descriptions of the wine and it is origins. Then to top off our perfect...More,5
1186,The Ledbury,Top Top Top ,I have not much to say really! Amazing place! One of The best food/service experience ever. Great menu! Great service ! Super wine paring and fenomenal culinary art! Well done!!!!,5
1187,The Ledbury,Disappointing !,We thought this restaurant would be a great choice for my partner's birthday as I wanted to take him somewhere special. Unfortunately the Ledburry was overall a disappointing  experience .From its bland decor to the tasteless food...there are plenty of other Michelin star restaurants in...More,2
1188,The Ledbury,One of the best lunches,"Well it took quite a while to secure a booking at The Ledbury but my goodness well worth the waiting. Food superb. Particular mention and plaudits to the truly delightful sommelier, Anja Breit, whose suggestions for wines was spot on. Sam Lucas, the restaurant manager...More",5
1189,The Ledbury,only the best,two weeks in London and Paris and this was our best experience. service and food was wonderful although the ambiance was only so-so. sold out every night,5
1190,The Ledbury,Outstanding Fare,"My boss treated us to a magnificent lunch that shall be remembered for a very, very long time!

Each mouthful brought new flavours and textures that charmed and teased the senses. Truly amazing creations!

Compliments to the chef for a sublime meal.

Friendly, efficient service...More",5
1191,The Ledbury,Delicious but a little 'cheesed' off,This restaurant has been on the wish list for a long while and for the most part lived up to expectations. The three amuse bouche were absolutely delicious and very generous as part of the 4 course set lunch. The cerviche scallops melted in the...More,4
1192,The Ledbury,Put it on the bucket list!,We invited my wife's cousin from Germany to fly over with us to experience the Ledbury. She had never been to a restaurant of this stature and it was a pleasure to see her reaction. We ordered the gustation menu with accompanying wines and it...More,5
1193,The Ledbury,Anniversary treat,After many attempts to eat at the Ledbury due to being so busy we finally got the chance granted we could still only get in for lunch but the wait was well worth while we arrived slightly early for our midday booking but we were...More,5
1194,The Ledbury,Phenomenal meal,"Dinner at The Ledbury was an absolute delight,fantastic food & service.They surprised us with a special menu along with wine flight.
Such personalised service,made us feel very welcome.After the superb dinner we had a kitchen tour which was amazing.
The entire team of Ledbury ,thank...More",5
1195,The Ledbury,Outstanding,"Now the very best restaurant in London.  Thoughtful menus, excellent and faultless cooking and service that is attentive but discreet.  The wine list is amazing and the sommelier is hugely helpful.  Every course is simply outstanding, the best cooking you will find anywhere.  A wonderful...More",5
1196,The Ledbury,"Modern french cuisine with a British touch: Euphoric, Pure Umami","Michelin Two-Starred restaurant The Ledbury, London. Its like a modern french cuisine with a british touch. The art was definitely more easier to interpret and to understand than some of the french three michelin star cuisines. I enjoyed every part of the meal especially the...More",5
1197,The Ledbury,Best set lunch in London,"Just back from an amazing lunch at the 2 Michelin star Ledbury. The 4 course set lunch (plus delicious amuse bouche) is £50 but OMG its to die for. Service was slick, wine list is fantastic...all in all you can see why the Ledbury is...More",5
1198,The Ledbury,Exceptional Meal,"Visited for a special lunch with a full table for my immediate family, aged 10-80 years. We were made to feel welcome as soon as we arrived and were very well looked after by the manager for the day Sam, and the sommelier. We had...More",5
1199,The Ledbury,Incredible Food ,"The tasting menu was quite simply the best meal I've had, and my wife agrees! That with the astonishing service and gorgeous setting make it worth every penny of the pretty hefty price.",5
1200,The Ledbury,Game fair,Lunch in Notting Hill. There is no dress code and the atmosphere was convivial and not at all stiff or subdued. Service is excellent with all needs attended to. Two sets of amuse bouches on arrival then my party of 3 enjoyed the à la...More,5
1201,The Ledbury,Just as good as last time,I have nothing to add to my last review. How does Brett Graham do it? Brilliant innovative cooking-greatly appreciated by our guests. Every component of every course delivers flavour. Rounded off by a fabulous cheese board. Can't wait for my next visit.,5
1202,The Ledbury,Incredible experience,"My wife and I visited the Ledbury hoping for a culinary experience to justify the price and we weren't disappointed!
We chose the eight course tasting menu with accompanying wine flight. Everything from then on was absolutely perfect. Very friendly waiting staff - the whole...More",5
1203,The Ledbury,"""Fig Leaf Icecream"" need I say more!","The Ledbury is all about the love of food and the food of love.  Innovative, delicious and all made by a chef who passionately loves what he does.  Great ambience and attentive service with the beautiful meal capped off by a visit to the kitchen...More",5
1204,The Ledbury,15/8/2015,"absolutely fabulous.  this meal will rate as one of the best to date!  Service outstanding, food unbelievably good. this food is unpretentious, no foams or other gimmicky offerings, it just relies on the chefs ability to marry the right ingredients together to produce outstanding flavours...More",5
1205,The Ledbury,Food cooked to perfection,"We ate here on a Saturday and the the set lunch menu. Service was outstanding. One of the best I've gotten. The food were cooked to perfection. It's quite expensive If you are willing to shell out the cash, this is worth it!",5
1206,The Ledbury,Fantastic,"An excelent night, beautiful environment, the tasting menu is amazing! For a perfect night we enjoyed a marvelous Brunnelo.",5
1207,The Ledbury,Lovely lunch,"I had lunch yesterday at the Ledbury.  We had the set menu which was lovely.  Confession time, I will often pick the set menu because it forces me to try things that I wouldn't normally eat.  The scallop ceviche with frozen cucumber was my favorite...More",4
1208,The Ledbury,Great meal at the Ledbury,"We were luck enough to secure a lunch reservation at this lovely restaurant. Both  Food and Service were exceptional, will highly recommend.",5
1209,The Ledbury,Just superb,"I can definitely see what all the fuss is about at The Ledbury, it's fantastic. 

We had the tasting menu which was stunning, despite being full after 10 courses we just didn't want the food to stop coming.

The staff were all just lovely -...More",5
1210,The Ledbury,Delicious but costs an arm and a leg,We booked well in advance and went with another couple for a special occasion.  It is definitely one to plan for and look forward to because if you go with the tasting menu once you add on a couple of bottles of wine it costs...More,4
1211,The Ledbury,As good as you'd expect.,"What to say that hasn't been said before? This place is ABSOLUTLY FANTASTIC. Go, go right now! Yes it's expensive but you'll eat some of the best things you've ever had. This is laugh out loud good. Best restaurant in London? Yes.",5
1212,The Ledbury,Most amazing,"From the moment we entered till the moment we left the staff were attentive knowledgable and faultless . The room has an understated elegance with excellent acoustics so although the restaurant was full we were not overhearing others conversations. Now to the food, we have...More",5
1213,The Ledbury,Flawless service and excellent food,Extremely friendly welcome as soon as you arrive and are seated right away. Mind you they do get fully booked easily so you have to book well in advanced. So by that you can already tell how popular this 2 michelin star restaurant is. My...More,5
1214,The Ledbury,Best service,I went with my friends to this restaurant. it was one of the best experience we have ever had at a restaurant . the food was great but the customer service and ambiance made it that much better. i recommend to others to try as...More,4
1215,The Ledbury,Wonderful experience,"We visited the Ledbury with another couple, also in their mid-twenties, and were absolutely delighted. We chose the set menu with the wine pairing. The meal was wonderful from the amuses bouche to the port wine and cheese. The sommelier was charming and chatted happily...More",5
1216,The Ledbury,"Fantastic food, great service, areal treat","We have been trying to get in here for some time. We live locally and pass frequently.
We went for our wedding anniversary and had the tasting menu with wine parings, it was excellent in every way. The service was friendly and efficient but not...More",5
1217,The Ledbury,Absolutely outstanding - a must for a special occasion!,"My husband and I went for a celebratory meal - our friends had kindly bought us a voucher to use as a Wedding gift last year. What a brilliant idea! 

The restaurant is in trendy Notting Hill on the corner of a residential street. Decor...More",5
1218,The Ledbury,Didn't live up to the hype ,"We went there a couple of months ago,  honestly the food was OK and the service is great but I think for what they charge it's really not that special. I would have loved to have gone there and eaten something that blew my mind...More",3
1219,The Ledbury,One of the best restaurants!,"One of the best meals you can have.  Amazing food, fantastic wines, brilliant service. Best fine dining experience I've had so far in London.",5
1220,The Ledbury,Stunning.,"This place is a must visit. Exquisite tasting menu, huge wine selection and a very knowledgable team. You really couldn't ask for much more.",5
1221,The Ledbury,Unbelievable experience,We went to the Ledbury for our wedding anniversary and we have read good things about it. I have to say the things I have read do not do this restaurant justice and I could go on about the food for a couple of pages...More,5
1222,The Ledbury,Fantastic,Food outstanding and excellent standard of service. Found the steak to be particularly delicious. Will definitely visit again.,5
1223,The Ledbury,"Wonderful (if somewhat hurried) food, only let down by dessert","At the fourth attempt, we finally made it here but unfortunately we were denied the tasting menu because ours was one of only two tables (apparently) that had to depart by 1.45 - which was both disappointing (as I did not see many others doing...More",4
1224,The Ledbury,Another great example of fine dining in London,"As part of a belated Fathers Day gift, I took my family to the Ledbury. Restaurant has a small bustling atmosphere and neat layout, which was a nice change to some of the other more grandeur places we've visited; allowing us to focus more on...More",5
1225,The Ledbury,"Good food, lacking ambiance and choice","My husband took me here for my birthday a couple of weeks ago.  We did the tasting menu with wine pairing.  All of the food was good, quite delicious.  However, the selection was almost entirely fish paired with white wine.  Whilst we (okay, I) love...More",4
1226,The Ledbury,The Ledbury is a MUST try once in your life.,"We had lunch at The Ledbury for our anniversary celebration. The meal at The Ledbury was probably one of, if not THE most spectacular and impressive we have ever tasted. The service was impeccable, atmosphere was beautiful.

We tried to book the Ledbury last year...More",5
1227,The Ledbury,Absolutely delicious,"Absolutely wonderful meal.  We tried various other ""in"" or starred restaurants on this trip but this was the only one that we thoroughly enjoyed.  Terry the sommelier is wonderful.  If you're lucky you will even get a tour of the kitchen - meet the chef...More",5
1228,The Ledbury,Well deserved Michelin!,"Memorable dishes, tastes, and presentation. The waiters were more than gracious, and the restaurant , though small, did not feel stuffy or pretentious..just a nice intimate setting. Just great food. Try it once! If u can afford it, try it again!",5
1229,The Ledbury,Perfect place for dinner.,"Lovely personel and food! Maybe a little pricy, but defiantly worth visiting. I have been here with my family a couple of times and we are always satisfied with the friendly staff, great food and good service!",4
1230,The Ledbury,Birthday heaven,"I took my wife here as her Birthday surprise. We have been to many fantastic restaurants and this one is extremely high on the list. We arrived early and enjoyed window shopping in this very upmarket area. The restaurant itself is an intimate venue, light...More",5
1231,The Ledbury,Perfection,"My week started with a meal at Dabbous and finished with a meal at The Ledbury.  Suffice it to say, there is absolutely no comparison between these two restaurants whatsoever.  My meal at The Ledbury was virtual perfection from beginning to end, while, my meal...More",5
1232,The Ledbury,Value for money ????? Absolutely not,"We had heard a lot about this restaurant. It is considered very good, but I found it too expensive for what we ate. The food was not bad, but value for money, no way.  Interesting dishes though. The atmosphere and setting was too serious for...More",3
1233,The Ledbury,One of the Best,The ledbury is one of the top “must try” restaurant for anyone interest in fine dinning in London. It has been rated 2-michelin stars and consistently garnered great reviews. The head chef Mr Brett Graham hailed from Australia and is one of the well known...More,5
1234,The Ledbury,A long road to nowhere,"Narcissistic cabaret. A caricature of a fine restaurant. So disappointed. The cooking was fine but not exceptional , the wine list outrageously expensive and the service simply failed. We waited months for the booking and have enjoyed so many other places that I don't now...More",2
1235,The Ledbury,Simpy amazing,"This is an outstanding restaurant, and definitely worth  the money.
The menu is simple, you can take only the tasting menu, and can decide to 
get all eight dishes or only six. The price is slightly over 100 pounds.

There is a VEGETARIAN tasting menu,...More",5
1236,The Ledbury,the best food I have ever tasted,"My boyfriend took me to this amazing restaurant to treat me. Service is absolutely perfect, food is...well is not the food - is the art. I will never forget taste of oyster server like a starter. Every course was fantastic. Very good selection of champagne,...More",5
1237,The Ledbury,3rd Two-Star experience and it compared well,"This is our 3rd Michelin Two-Star experience in the last year or so and it compared well (to R. Sat Bains and to Midsummer House). Pleasant and attentive service. Plenty of Amuse Bouche to tickle the taste buds. Water (still or fizzy) was free, unlimited,...More",5
1238,The Ledbury,Fantastic with regard to the price,"The restaurant is located in the middle of the residential area of Notting Hill.  There is nothing much to do in the area, which means the best way to get there is by taxi.

The dinning atmosphere is very nice.  Though there is no dress...More",5
1239,The Ledbury,Nice dinner,"During our 7-day tour in London, we went to Ledbury for dinner. The staff were very friendly and professional. The plating of the food was very beautiful and the food tasted very good. Highly recommended.",5
1240,The Ledbury,Sublime,My friend and I had lunch here on a Saturday and thoroughly enjoyed it. The staff were very friendly and welcoming. I think Chef Graham likes to keep the place down to earth and you can tell because the place exudes warmth rather than cold...More,5
1241,The Ledbury,Great Experience,"Through and through this was a great experience. The staff was very professional, welcoming, and made a number of great recommendations. The wine list and sommelier were exactly what one would expect at a top establishment. Additionally, the explanations of each course as they came...More",5
1242,The Ledbury,Sensational,We had the most incredible meal at The Ledbury. The food was just incredible and the waiting staff were exceptional and also very personable. We were very lucky to meet the head chef who is clearly very passionate and dedicated which shines through the staff...More,5
1243,The Ledbury,A memorable gourmet experience!,Possibly one of the best restaurants I have ever eaten in London. The ambiance was stylish & unpretentious. Service was attentive & efficient. The food was imaginative & beautifully presented. one experiences a new sensation with every course. Highly recommended for visitors to London. Early...More,5
1244,The Ledbury,"Excellent waiter, delicious food but missed the sparkle (partner loved it!)","My partner and I visited the The Ledbury for our anniversary in November 2014. We had read lots of reviews and were very excited to have the tasting menu. The staff were excellent, very welcoming and professionally dressed, explaining each of our courses and making...More",4
1245,The Ledbury,Did not live up to expectations...,We choose this restaurant because of its ranking on the Pellegrino list and I have to say I was a little disappointed.  The service was excellent and the overall experience was up to par with other great restaurants around the world but the food itself...More,4
1246,The Ledbury,"Good, but can't understand the hype","I have eaten in most places in London, and was so much looking forward to the Ledbury. I thought it was good, but ""fancy"", and I ended up thinking I was pleased that I had not had to pay the bill myself, or I would...More",3
1247,The Ledbury,Perfection On A Plate,"I took my friend to The Ledbury for a birthday surprise and I am so pleased I chose this restaurant. Upon arrival were greeted by a very friendly lady and taken to our table where there was a birthday card waiting for my friend, nice...More",5
1248,The Ledbury,Didn't Live Up To Expectations,"To be honest, we had great expectations for the Ledbury, but we left feeling a bit disappointed. Maybe it's a case of us being spoilt by eating at so many other Michelin starred restaurants, but this didn't measure up to our expectations!
The service was...More",3
1249,The Ledbury,Delicious,I had high expectations and these were fulfilled. everything was perfect from food to service to atmosphere- I can't fault the ledbury!,5
1250,The Ledbury,A Melody of Eating Perfection,I was looking forward to visiting London again.  I had noted The Ledbury was listed as one of the top restaurants in the world.  I was ecstatic I was able to get a reservation.  The restaurant is in quiet neigborhood.  I was greeted warmly upon...More,5
1251,The Ledbury,Massively disappointed,"We had high expectations of this restaurant as it is ranked in ithe top 50 in the world and we have been to quite a few in the same list.  The service from the start to the end was arrogant and slow and cold, no...More",2
1252,The Ledbury,An extremely enjoyable lunch...,"We visited The Ledbury to celebrate our daughters graduation.
I had been recommended by a good friend, as we were looking for something special, and The Ledbury did not disappoint.
The service was attentive, but not overwhelming.
We chose the tasting menu, with matching wines,...More",5
1253,The Ledbury,Amazing,"Absolutely amazing place. We had the tasting menu and every course was perfect, service was great and friendly without being intrusive. They even welcomed us with a signed card from Brett Graham and a complimentary glass of champagne as it was our anniversary! Truly special...More",5
1254,The Ledbury,One of my Top 5 meals ever,"We took the opportunity to go to The Ledbury for my Fiancées birthday and I'd built up my expectations hugely high. 

The experience didn't dissapoint at all. Fine dining at its best. The first 3 courses were 10/10 and I'm not easily pleased. The kind...More",5
1255,The Ledbury,A table at last but we won't repeat it.,"It has taken a few attempts, none at what I would call short notice, to get a table so that gives you some idea of this restaurant's popularity. It reminded me of the time when there was a Michelin starred restaurant in Gullane in East...More",4
1256,The Ledbury,A Wonderful Experience,"We went to The Ledbury for lunch on my birthday following a few days in London. 
We had read the reviews and comments about this restaurant and were intereseted to see if it lived up to it's reputation; well it did, in fact it surpassed...More",5
1257,The Ledbury,Best restaurant in Town !!!,"Really, this has to be the best restaurant in London as far as I'm concerned. 
The food, the service, the ambience are second to none. The food is original and beautifully prepared with an emphasis on fresh ingredients rather than heavy sauces; the service is...More",5
1258,The Ledbury,Disappointing,"We were a party of four.  We had the degustation with matching wines.

There were mixed feelings amongst our four.  I found the first few dishes interesting, flavoursome and textured.  I was not disappointed with these.  My lamb dish was disappointing and not up to...More",4
1259,The Ledbury,"Brilliant vegetarian tasting menu, atmosphere and service",Arranged to go for dinner at the Ledbury having waiting to go for some time and was not disappointed.  Had noted in the booking that we wanted the vegetarian tasting menu and they got it right.  The dining room is quite small and a bit...More,5
1260,The Ledbury,Under awed,"A little like that 'great' movie or play that everyone raves about. You go,  you see, and you walk away a little bemused as to why the chatter. Tricked up food that admittedly was of the finest quality, however portions were minuscule. Too much effort...More",3
1261,The Ledbury,Soul on a plate.,"The experience at The Ledbury is an experience unlike any other restaurants. It may be a 2 michelin *  world famous fine dining restaurant, but it is also very much a local oriented restaurant. It is my best dining experience to date, and i do...More",5
1262,The Ledbury,Is it hype or to much money that keeps them coming?,"It is a hard place to get into, and has been for ages.
It is in a residential street in Notting Hill.
The squarish room has large windows but is a dull black and white and was overly warm.
At least there are table cloths....More",3
1263,The Ledbury,NOT ALL IT'S MADE OUT TO BE,"Met with clients for dinner - if you enjoy minimal food nouveau cusinine then this is definitely your restaurant - food was of a high standard just not enough of it - service was fantastic, atmosphere was great - they are very good if you...More",4
1264,The Ledbury,Stunning quality food and service,"Having just arrived in London and having to book 3 weeks in advance and getting the last table for lunch our expectations were high, we were not let down. The service was excellent....nothing was too much trouble and the food was stunning with just the...More",5
1265,The Ledbury,Great experience,"We had a delicious main course to try. The service is excellent and sitting place is very good. Staff is very friendly and helpful. It's definitely recommend as food, service and ambience are all amazing.",4
1266,The Ledbury,Excellent food and service ,"Had dinner at the Ledbury on my birthday and it was really lovely. The food is excellent-- firmly deserves its two stars. The ambience is surprisingly informal yet elegant and refinery-- much like the food. Four courses are £95, which is far from cheap but...More",5
1267,The Ledbury,Summer Treat,"When we went to The Ledbury, we were already on our last day of our London-Paris trip, so we have been spoilt with a lot of good food. 

I guess I have a lot of expectation of this place since it took me so long...More",4
1268,The Ledbury,High Quality- especially the pigeon.,A beautiful setting. Very good service. And some great dishes on the menu - the pigeon was world class. But just not sure it is worthy of 2 stars and  #20 world ranking when compared to a few of the other restaurants in London that...More,4
1269,The Ledbury,Best Restaurant I've Not Eaten At,"Took the family for a 3-week trip to Ireland, Scotland, and London in June 2015.  A well-traveled friend in Dallas highly recommended The Ledbury in London, claiming the tasting menu was the best meal he'd ever had (and he's eaten at the best restaurants in...More",5
1270,The Ledbury,"Hmm, not wowed","6 of us had dinner here on a Saturday night wanting to see what the fuss was about given the number of michelin stars it has and top restaurants lists this place is on.  First the ambience, decor and service - it was what I...More",3
1271,The Ledbury,Less showy than similar quality restaurants but food was amazing.,"Great food, great service, went out of their way to make me feel comfortable. 
Great degustation menu, amazing wine list, genuinely  warm service.
I always look for a san Pelligrino top 50 restaurant when away on business. The ledbury is less pretentious and less emphasis...More",5
1272,The Ledbury,Well Aged!,"My husband took me here for a special birthday treat with friends.  We had not visited the restaurant for a few years and hoped it would be as good as it was before.  They just don't falter one step!  The menu is exceptional, as you'd...More",5
1273,The Ledbury,Michelin star expectations satisfied.,"The hype of a restaurant sometimes outdoes it, not here. The Ledbury offers fine cuisine, a tasting menu with wines to accompany in beautiful sumptuous surroundings. Great staff. Also offer a casual lunch menu.",5
1274,The Ledbury,Best in town,"Great restaurant, intimate decor, great food and attention to details. Had a tasting menu that was amazing. Three stars food with reasonable price. Surely will be 3 stars soon... Good wine list but expensive, with attention to great producers but not focused on lesser vintages....More",5
1275,The Ledbury,My Most Recent Visit to The Ledbury,"I have been to lunch at The Ledbury probably more than a dozen times.  I am  one of those diners
That loves the opportunity to have a great kitchen prepare a well priced brilliant meal.
When I first fell in love with the restaurant a...More",4
1276,The Ledbury,Impeccable,"The Ledbury is a beautiful, subtle restaurant where the atmosphere is pleasant, the service extradorary, and the food impeccable.

Brett Graham and Greg Austin have worked hard to create this culinary gem and they have achieved it. The tables are well spaced so you talk...More",5
1277,The Ledbury,Amazing,"Quite rightly deserves its standing as one of the bet restaurants in the world.  Amazing place, friendly, unobtrusive staff,  phenomenal food and well worth a visit",5
1278,The Ledbury,Spectacular special occasion,How can words do justice to the amazing lunch we had at The Ledbury this past week!  Outstanding food and outstanding service combined to create a truly exceptional experience.  The set lunch with wine pairings was thoughtfully crafted and delightfully presented.  We particularly appreciated the...More,5
1279,The Ledbury,Incredible dinner,"We've eaten at michelin star restaurants all over the world and this was one of my favorites.  We had just finished a couple of weeks of road traveling through Norway (Stadt Oil gas station Paninni for dinner, at the time it tasted delicious :-) and...More",5
1280,The Ledbury,Excellent Food,"Beautifully presented and delicious food!  The lunch menu was very good with a fixed lunch menu, lunch tasting menu, full tasting menu and a la carte.   We had both the fixed lunch menu and the lunch tasting menu and thoroughly enjoyed everything.  Every dish was...More",5
1281,The Ledbury,The Ledbury ticks all the boxes!,"The Ledbury is located between Nottinghill Gate and Ladbroke Grove tube stations - a ten minute wal from each.  The restaurant is beautifully decorated in and elegant, understated style.  Tables are nicely spaced so other diners are not too close and you can talk without...More",5
1282,The Ledbury,Delicious,Service was wonderful and the food was delicious. They were very accommodating with our daughter and we had a thoroughly enjoyable meal. The atmosphere was very light and pleasing in the middle of a cute neighborhood. The desserts were especially memorable.,5
1283,The Ledbury,Fantastic,"Just perfect on every level.  This was our second visit, and yet again it did not disappoint.  Food was fantastic, especially the pheasant egg with truffle, and the turbot.  Maybe not quite as stunning as the first time, but then again, that curd dish was...More",5
1284,The Ledbury,Really liked it,"It was very rainy evening😀,but once I arrived,I was greeted very nicely, had a little chat, and got seated. The layout of the restaurant is very nice, few tables which makes it more special, exceptional service from staff,very well looked after,and the food was delicious!...More",5
1285,The Ledbury,Amazing 3-hour lunch with impeccable service,"First of all, this place is the most patient restaurant I've ever been to. My date was over an hour late. The restaurant said ""no problem"" and seated me at my table anyway and let me wait! They brought me water and drinks. 

They have...More",5
1286,The Ledbury,Divine,"it was a great night out, spending...unbelievable more than three hours there! The service was impeccable, drinks at high standard and the wine was chosen without fuss by myself, which I found great. Tasting menus available, even a vegetarian one, the kind of molecular kitchen...More",5
1287,The Ledbury,Great 2** Michelin,"Superb atmosphere, amazing flavours, great cooking as well as great wine. This is what a 2 stars should be. Would recommend well done.",5
1288,The Ledbury,Completely perfect from start to finish,"A last minute lunch that we were very lucky to get due to a late cancellation. 
Cooking is an art and the chef is clearly at the top of his game. Every mouthful from the canapés, the incredible butter served with the bread, amuse bouches,...More",5
1289,The Ledbury,great restaurant,"We booked this restaurant 6 weeks in advance!, and we're super excited to try their food!!
The food is amazing with a price tag on it!! London is expensive and so is this restaurant!,
In the rest of Europe a similar restaurant will allow you...More",4
1290,The Ledbury,Best Meal this UK Trip,"wife booked the ledbury for lunch today on 16may2015.^^

ledbury is always full, so she had to like try everyday in order to get an empty slot.

wife’s very close friend who lives north of london came to join us for lunch.

the ledbury is...More",5
1291,The Ledbury,Brilliant,We were a group of 3 out for a day in London and decided to treat ourselves to the Taster menu which was priced at £115.  Nothing was too much trouble from changing a wine to adding an extra course in as one of our...More,5
1292,The Ledbury,Worth The Wait!,"After having waited such a long time to dine at The Ledbury, our lunch here was, in every sense, worth the wait. All 4 of our courses were beautifully constructed, vibrant and a delight to eat. The Bread and Goat's milk butter was great but,...More",5
1293,The Ledbury,A neighbour eatery that happens to have 2 Michelin stars,"Great service, everyone looked like they were working in a team. Food was very enjoyable, though not absolutely memorable in terms of taste or visual impact. The pace was very appropriate - making it a wonderful way to spend a Saturday afternoon.",4
1294,The Ledbury,Very reliable,Very dependable and reliable local you can count on for a lovely time for special occasions. Worth the money,5
1295,The Ledbury,Probably the best food in the UK,"I love that place. Yes, it is expensive but they make your lunch an experience you will remember. The next day I had a meal in a three star restaurant in London and I must say that my meal in The Ledbury was better. 

This...More",5
1296,The Ledbury,one of best experiences ever,"My birthday and my wife took me by surprise to the ledbury. I always have been a little cynical about modern restaurants, and this one shut my mouth for good.

from first dish to the last, almost tears in my eyes.",5
1297,The Ledbury,#1 in London,"Had an absolutely wonderful dinner, service and tour of the kitchen.  This place is much better than Blumenthal, not sure why it is ranked lower on San Pellegrino.  The tasting menu was well developed, expertly cooked and presented in an sublime setting.  Would return again...More",5
1298,The Ledbury,Amazing! Beautiful food,"My husband and I received a voucher to the Ledbury as a wedding present - the friends that bought us that are going to get some amazing presents when it's their turn!

This restaurant is impeccable. Perhaps it's because we're Australian and so feel a...More",5
1299,The Ledbury,Great...if you like that sort of thing,"went on a work night out, we are a normal bunch of people who want to jest and laugh over a few drinks, however the vibe of the ledbury is just quite boring and standard. food is ok, but I wouldn't like to spend my...More",3
1300,The Ledbury,GOOD GOOD GOOD,"Good Godd Good It's my first time in Ledbury London. The chef: 
Brett Graham,began his cooking career in Newcastle, Australia.   
the food: delicius, modern, french. Loin of roe deer baked in Douglas fir with white beetroot, blackcurrants and smoked bone marrow, fantastic! What may seem...More",5
1301,The Ledbury,Fabulous Restaurant,I hurt my ankle and did not want to keep my reservation. Note: you do provide your credit card number so keep the reservation. I ended up making the reservation and am so glad I did. Not only was the service impeccable but when they...More,5
1302,The Ledbury,Fantastic Everything!,Had a long leisurely lunch here and enjoyed every second of it.  Beautifully presented food with interesting flavour combinations.  Friendly professional staff.  We found it very reasonably priced considering the attention to detail and the quality of the food.  Still dreaming about the passion fruit...More,5
1303,The Ledbury,YOU MUST TRY THE PIGEON,After our relatively light lunch at Angler – we walked several miles.  And found ourselves hungry for our latish (8:15 pm) reservation at The Ledbury.  One of fewer than 10 2 star Michelin restaurants in London.  Michelin is stingy indeed in awarding Michelin stars in...More,5
1304,The Ledbury,Fantastic Flavours,"If you like fine dining, you'll love this restaurant. The service was very good, however the show stopper is the food. When we arrived there was a little wait and unfortunately there is not a bar area, when we say we had a view of...More",5
1305,The Ledbury,I am No Expert,"I am no expert, nor will I pretend to be.  If you prefer fine dinning, this restaurant is surely capable of measuring up to some of the best.  When doing research for choosing the top restaurant in London, this one continually came up as a...More",4
1306,The Ledbury,French cuisine at its best,"This was our second visit to the Ledbury and once again it didn't fail to disappoint. The service, ambience and food are second to none and I cannot recommend this place enough. We have eaten in many restaurants in and around London but this has...More",5
1307,The Ledbury,Innovative cuisine in convivial surroundings,"This restaurant was chosen by my foodie friend who 'Thomas Cooked' it from the US. We had a sumptuous amuse of toasted seaweed with salmon pearls atop mayo, excellent starters and a short rib of beef to die for!",5
1308,The Ledbury,Continues to be the highlight of our dining,"We visited The Ledbury twelve months ago and it was so wonderful we made sure to revisit this year. We were not disappointed. The food, the service, the ambience are second to none. The food is original and beautifully prepared with an emphasis on fresh...More",5
1309,The Ledbury,Outstanding Food & Staff,"I visited here recently with my boyfriend for birthday&promotion celebrations. The entire experience was outstanding. We were sat in a great table and started with champagne, which was delicious. The amuse bouches were presented originally and tasted great. The eel starter was a winner (having...More",5
1310,The Ledbury,The absolute best!,"I love eating out, and during this particular 7 weeks trip I have been to Copenhagen, Luxembourg, Bruxelles and a few other great cities and we have put a lot of attention on the choice of our restaurants.  I've been to great restaurants over the...More",5
1311,The Ledbury,Stunning as usual,"As a regular visitor to the Ledbury I am always blown away by the quality of the food, the brilliant but relaxed service and the knowledgeable staff.

Every time I go there is always a dish that genuinely blows your mind and goes into your...More",5
1312,The Ledbury,Outstanding,A truly exceptional lunch time meal that hit the spot across every single course. Lovely clean flavours handled with both confidence and subtlety.  The scallop and cauliflower dish was our favourite but it's really difficult to choose between them. A real treat!,5
1313,The Ledbury,The Ledbury,"The food was excelent and not very expensive. I ate soap, steak and chocolate cake. It worths going.",5
